Feature,Importance,Percentage
Gene_RBMS3,0.8780357353332789,1.378339468777205
Gene_MYOZ3,0.7583514423518213,1.1904592058555357
Methylation_cg01341751,0.6863540443645613,1.077437774834356
Gene_TCEAL7,0.6590071235991533,1.0345086106515595
Methylation_cg03612357,0.629236485358909,0.9877746976159572
Gene_MEIS1,0.623088906373814,0.9781242353265545
Methylation_cg12636499,0.5963915838254787,0.9362148096639662
Gene_ACSS3,0.5598715279026575,0.87888566865666
Gene_PKIG,0.5483264979694116,0.8607622941915343
Gene_PDE5A,0.5459425608935481,0.8570199925624362
Methylation_cg20782117,0.5300472017757042,0.832067476439393
Gene_RCAN2,0.5260946718189765,0.825862799543396
Methylation_cg10094238,0.5254729604801539,0.8248868378119978
Gene_DNM3OS,0.5214697795617366,0.8186026490956739
Gene_TPM1,0.521400989451551,0.8184946624612869
Methylation_cg26196424,0.5205980698404472,0.8172342401963325
Gene_EHD2,0.5190608071973177,0.8148210470999286
Gene_INMT,0.514864820212985,0.8082341916471879
Methylation_cg03773198,0.5080180058002285,0.7974860704025408
Methylation_cg25855001,0.49952925231444767,0.7841604351244612
Methylation_cg02633371,0.4976318926857861,0.781181962201994
Gene_FOXC1,0.4880212463475806,0.7660951808383862
Gene_NRP2,0.4879930296366883,0.766050886278681
Gene_MPP2,0.4823204761191521,0.7571461184117977
Gene_LINC00857,0.479216560260616,0.7522735949330581
Gene_RBPMS,0.47110544388037906,0.7395407739408894
Gene_SLC16A4,0.46919445491625666,0.7365409057035815
Gene_MXRA7,0.4607822610887186,0.7233354536873279
Gene_MAMDC2,0.45996287097045785,0.7220491760395323
Gene_DNAJB5,0.45904127708759557,0.720602459041789
Gene_ADAMTS9-AS2,0.4580901388809744,0.7191093633992178
Methylation_cg16438182,0.45772035435928476,0.7185288760902426
Gene_GJC1,0.4533000153761022,0.7115898331325179
Methylation_cg10255761,0.4475805387867474,0.7026114054824604
Gene_KCNJ8,0.43571884643924025,0.6839909347303721
Gene_CCDC181,0.43285967304255424,0.6795026076815484
Gene_TSPAN18,0.4306432716155395,0.6760233033177585
Methylation_cg24067652,0.4290164146885409,0.6734694652194895
Methylation_cg05371791,0.4268257671214096,0.6700305892347761
Gene_NLRP1,0.4190733404364018,0.6578608389060017
Gene_GCNT4,0.4110098343564895,0.6452027565075108
Methylation_cg26995244,0.4100092109343363,0.6436319790315654
Methylation_cg10136560,0.4045507840185506,0.6350633468532777
Gene_NCAM1,0.40213498134974573,0.6312710226537084
Gene_KIAA1755,0.40201897804768666,0.6310889208060246
Gene_MAGI2-AS3,0.3994342038945899,0.6270313453683505
Methylation_cg18857467,0.39904216526873687,0.6264159235927285
Gene_SERPING1,0.39209356357157554,0.6155080167882585
Methylation_cg10591771,0.3901221072388177,0.6124132269464994
Gene_EMILIN1,0.38792651272283163,0.6089665852472687
Gene_SYDE1,0.38133175882078707,0.5986141482970684
Methylation_cg08061755,0.3808471318271989,0.5978533814102357
Gene_PLPP7,0.37751026881282135,0.5926151777591352
Gene_TMEM200B,0.3758911547712282,0.5900734944333055
Methylation_cg15646741,0.37268885567613697,0.5850465290650697
Methylation_cg24563501,0.3678352637984744,0.5774273662211117
Methylation_cg15455864,0.36296062646177973,0.569775166240218
Methylation_cg10622911,0.3607966886687038,0.5663782192275283
Gene_CACNA2D3,0.35551868494720845,0.5580928151682861
Methylation_cg02928928,0.3485692282686727,0.547183566215056
Gene_AOC3,0.3461109803356583,0.5433246114894519
Methylation_cg24443446,0.34477919488469433,0.5412339762486092
Gene_ASB2,0.3432497793595391,0.5388331015488091
Gene_TSPAN2,0.3424692693445851,0.5376078578416397
Gene_TMLHE,0.34050490563083036,0.5345242019848832
Gene_KCNMA1,0.33942807937865316,0.5328338013956317
Methylation_cg03137071,0.3372410936800958,0.5294006738079161
Methylation_cg06132502,0.33575057011463033,0.527060851660878
Gene_RAB9B,0.3357345600679727,0.5270357191083894
Gene_SCARA3,0.3339877815298768,0.5242936282054984
Gene_NHSL2,0.3255928404276282,0.5111152594971939
Methylation_cg24902842,0.3244148939641729,0.5092661205187323
Methylation_cg25362652,0.32179502666330223,0.5051534558987916
Methylation_cg16241867,0.31940374000073135,0.5013996168970898
Methylation_cg13969788,0.3154526284965954,0.4951971666863098
Gene_TSLP,0.3119666785157732,0.48972492648992805
Gene_GNAL,0.3092577904912266,0.4854725172422415
Gene_AGPAT4,0.30521295702317863,0.47912294240230024
Gene_EFEMP2,0.3046375118035076,0.47821960917054895
Gene_CCDC8,0.3036214915614717,0.4766246617847879
Methylation_cg15645660,0.3005573695908744,0.4718146067047192
Gene_STOM,0.30034093455660815,0.47147484724146443
Methylation_cg18899777,0.2991183145405549,0.46955557977246604
Methylation_cg17552357,0.2970504243431914,0.46630940816301364
Methylation_cg21410293,0.2963810849882564,0.4652586800277144
Gene_CHRDL1,0.2943312297027993,0.46204081960184623
Gene_TNS1,0.2876018183769203,0.451476997585451
