Feature,Importance,Percentage
Methylation_cg09533145,0.7329311659598801,1.4200488752296558
Gene_INMT,0.7317422355221468,1.4177453310371826
Gene_TMEM35A,0.6955966107217834,1.3477134423331363
Methylation_cg20043649,0.6011725501577808,1.1647675024877175
Gene_COX7A1,0.5239792656476432,1.0152060676149863
Methylation_cg03339668,0.5043581742622971,0.9771903438381859
Gene_SCRG1,0.49723640396696583,0.9633919649900381
Gene_BEND6,0.4743971160529321,0.9191410085296259
Gene_MGP,0.4616255785035856,0.8943962461641848
Methylation_cg07145664,0.45761978006705223,0.8866350404352047
Methylation_cg06333800,0.453914420044225,0.8794559319771196
Gene_SOD3,0.4458279622635545,0.8637884780478077
Gene_ISM1,0.43995564416865074,0.8524109038731064
Methylation_cg02856716,0.4347044194203525,0.8422366936010777
Gene_RBPMS2,0.42693238700742975,0.8271784365657594
Gene_PLIN4,0.41830514935832763,0.8104632255214838
Methylation_cg01783679,0.4117834337730873,0.7978274483687147
Gene_COPZ2,0.4033140543788078,0.7814180865605169
Methylation_cg01202639,0.3957635150699144,0.7667889708250316
Gene_MAP1B,0.39446524240501835,0.7642735768519665
Gene_PRKD1,0.3914521029056648,0.7584356406913949
Gene_AOC3,0.3858823066451094,0.7476442004001345
Methylation_cg01734062,0.38572835067056976,0.7473459118041056
Gene_MIR497HG,0.38252082074726995,0.7411313455918992
Gene_HOPX,0.3797567984466306,0.735776072216408
Gene_FBXL7,0.37473485051196653,0.7260460841257229
Gene_LHFPL6,0.3713460055332502,0.7194802212945914
Gene_SRPX,0.3620567102675595,0.7014822783684718
Gene_FXYD1,0.35987299311764237,0.6972513420587867
Gene_MAGI2-AS3,0.35968442983332843,0.6968860020483794
Gene_HSPB7,0.35642804106203685,0.6905767721687536
Gene_CNRIP1,0.35276565935679954,0.6834809338926273
Gene_CDO1,0.35263254471704053,0.6832230252331984
Gene_TRPC1,0.3502790916207685,0.6786632267453144
Gene_KCNMA1,0.34451517811821286,0.6674956856904793
Methylation_cg06215107,0.33372595429090396,0.6465916419382866
Gene_DCLK2,0.33074824930327,0.6408223598899274
Gene_ZNF667-AS1,0.33041985549782854,0.6401860992481264
Gene_TNFAIP8L3,0.3281051102170652,0.63570129687506
Gene_EDNRA,0.3256431156737748,0.6309312001123684
Gene_PCDH10,0.3255926037752459,0.630833333671394
Gene_BOC,0.32368908438442945,0.6271452785095336
Gene_DDR2,0.3230412945936229,0.6258901904377699
Methylation_cg13615963,0.3204119780995468,0.6207959085959742
Gene_C14orf132,0.3171897256450429,0.6145528175851948
Gene_MAP1A,0.31621824194284853,0.6126705748826371
Gene_MPDZ,0.31205930446599295,0.604612663361813
Gene_DES,0.31072554849913037,0.6020285207457821
Gene_LIMS2,0.30879636660091436,0.5982907446599648
Gene_ACTG2,0.3076306415392105,0.5960321607170489
Methylation_cg16241867,0.3055196665129844,0.5919421617500867
Gene_PRICKLE2,0.30550565114423145,0.5919150070736889
Methylation_cg00866953,0.30337104027209616,0.5877792138248661
Gene_PABPC4L,0.3024179619960402,0.5859326315033918
Gene_NEXN,0.2992223468469056,0.5797411500806413
Methylation_cg17998964,0.29902154500120964,0.5793520979453686
Gene_VEGFC,0.29594711051911926,0.573395403195539
Gene_MIR99AHG,0.2850382554024637,0.5522595746785975
Gene_GPRASP1,0.2828613113620236,0.5480417612199266
Gene_RGMA,0.28129831853324827,0.5450134738287259
Gene_HAND2,0.2741479193852465,0.5311596267839425
Gene_VSTM4,0.27378933713742726,0.5304648762516381
Methylation_cg15602512,0.2723171871508361,0.5276125962153672
Gene_FAM180A,0.27128114581329665,0.5256052735575327
Gene_PABPC5,0.2711563397080212,0.5253634626240515
Gene_PRICKLE1,0.2680573653442511,0.5193592220295423
Gene_FGF7,0.26336566586227794,0.5102690879463967
Methylation_cg08584759,0.2597829063383404,0.5033275170752457
Methylation_cg03018679,0.2590956355924755,0.5019959349363343
Gene_DCLK1,0.25895383375635345,0.5017211948962831
Gene_COL14A1,0.25566228179469414,0.4953438365876174
Gene_CYP1B1,0.2550954739473706,0.4942456504503025
Gene_GUCY1B1,0.25390781540128166,0.49194457053876445
Gene_JAM2,0.24725243039308265,0.4790498098380977
Gene_ADGRB3,0.2468124616856348,0.4781973736242149
Gene_PDZRN4,0.24324804702045563,0.4712913457852829
Gene_DPYSL3,0.24231782441086575,0.46948904615359605
Methylation_cg25212131,0.23633908235418274,0.45790527631654476
Gene_CAVIN1,0.23346625228332918,0.4523391886669647
Methylation_cg03318904,0.23256231369901262,0.4505878141456558
