Feature,Importance,Percentage
Gene_BTN3A2,0.30869324359978845,1.5345660283212397
Gene_TAPT1-AS1,0.2873128959266461,1.428280724404974
Methylation_cg20253105,0.24846807443875413,1.2351765840733366
Gene_KRTAP19-1,0.2478898055108569,1.2323019119825689
Gene_UBA7,0.2385390805892108,1.185817885841918
Gene_GOLGA7B,0.2301150606711694,1.1439406661225011
Methylation_cg04654299,0.22029211815683283,1.0951091669135447
Gene_ESM1,0.20954487527473323,1.0416828151325215
Gene_GSTP1,0.19494364082023113,0.9690976231012961
Gene_CBLN4,0.19390669744368075,0.9639428031888463
Methylation_cg12205230,0.18787737735588345,0.9339700390534444
Methylation_cg05337387,0.18729631447706638,0.9310814777627826
Methylation_cg03804732,0.18729573380869388,0.9310785911626491
Gene_CSPG4P5,0.18453922673015904,0.9173755309005636
Gene_GLIDR,0.18134231571832177,0.901483148621242
Methylation_cg14195115,0.18007694419903367,0.8951927739954136
Gene_PCDHGB9P,0.17410623125238192,0.8655113558148835
Gene_WNK4,0.16959981253103262,0.8431091904855409
Gene_LINC02104,0.16466169185737098,0.8185609621499171
Gene_SPRY4,0.16406838359049142,0.8156115269758324
Gene_XKR5,0.16350105245650806,0.8127912284980707
Methylation_cg02794358,0.16160770758502402,0.8033790927292603
Gene_CSGALNACT1,0.15912223342218423,0.7910233826719679
Methylation_cg07006935,0.1569473012003719,0.7802114288288138
Gene_SLC35A1,0.15595868905782612,0.7752968716086905
Gene_CAPG,0.15437845917957213,0.7674412831292398
Methylation_cg07482257,0.15374530211542878,0.7642937528823981
Gene_PAXIP1-AS2,0.15216481591826553,0.756436890198543
Gene_TRIM5,0.1493927885307346,0.7426566758703148
Gene_KCNMB4,0.14880286946298946,0.7397240889751048
Gene_LAMA4,0.1437464717163269,0.7145878854183848
Gene_FREM2,0.14050033026827755,0.6984507703613403
Gene_LRRTM2,0.13944757755232978,0.6932173595640155
Gene_TMEM221,0.1353949577270169,0.673071104864353
Gene_CASP12,0.13396530082933375,0.6659640399938823
Gene_LGI4,0.1336713101120095,0.6645025626962693
Gene_SYT17,0.13046265772016566,0.6485518120423324
Gene_FLT1,0.13019929488883672,0.647242591116837
Methylation_cg13782615,0.12947539992439094,0.6436439875077749
Methylation_cg07712198,0.1292321984076127,0.6424349918675335
Gene_SHROOM4,0.12906227440806584,0.6415902710888723
Gene_BBS2,0.12871531710076037,0.6398654879648236
Gene_LAMB1,0.12678292052324644,0.6302592195978306
Gene_SPP1,0.12591155288392097,0.625927504520772
Gene_CMTM5,0.12422916386592202,0.6175640657770686
Gene_LINC00114,0.12129987962234791,0.6030021011708288
Methylation_cg07748847,0.12076836390164243,0.6003598471357169
Gene_DNM1P51,0.12000633939026198,0.5965716951364182
Gene_AHR,0.11957436415811058,0.5944242736100982
Gene_APOBEC3G,0.11751810873353191,0.5842022820844247
Gene_RTL9,0.11565983278778691,0.5749644798431685
Gene_EPN2,0.11525812665760249,0.5729675311132227
Gene_SPARCL1,0.11508300879090944,0.5720969907475009
Methylation_cg00610577,0.11199493055097505,0.556745634480225
Gene_GDF11,0.11144552680146116,0.554014456045593
Methylation_cg00317837,0.1104976554121978,0.5493024279615997
Gene_CFI,0.11049494760385943,0.5492889669909647
Gene_PCDHB12,0.11031633502631756,0.5484010538298915
Gene_COL9A3,0.10726278805080543,0.5332213582853429
Gene_TECTA,0.10691133100057933,0.5314742061824927
Gene_PCDHB14,0.10608537268270918,0.5273682284790865
Gene_SPRY3,0.10600311613095854,0.5269593173268651
Gene_DLG4,0.10559853707766649,0.5249480868129984
Gene_RN7SL417P,0.10521364048316237,0.5230347011118578
Gene_PRIMA1,0.10512444602238882,0.5225913004471028
Gene_PIK3CD,0.1034266377758992,0.5141512101254486
Gene_RHOJ,0.10261360303606322,0.5101094777018688
Methylation_cg13800005,0.10259986293352431,0.5100411733414105
Gene_GRIK1-AS1,0.0987647132577449,0.49097599932805114
Gene_TTC28,0.09788723812804637,0.48661392288922284
Methylation_cg13692543,0.09577736444956236,0.47612538600615334
Gene_NTM,0.09456284115428423,0.47008778645326227
Gene_ZNF177,0.09436143639650092,0.46908656953114125
Gene_ABCA8,0.09433155292739953,0.4689380137805955
Methylation_cg05366024,0.09400568441711298,0.4673180666131293
Gene_GDNF-AS1,0.0928932462673706,0.4617879494868329
Gene_PDE1C,0.09229927146852787,0.45883520087026547
Gene_LTBP2,0.09221797852158434,0.45843107995959403
Gene_TSPYL2,0.08942618473816898,0.4445526035532171
Gene_ZFHX3,0.08877679378795048,0.44132437192856727
Gene_GDNF,0.08829357396104014,0.4389222049036574
Methylation_cg20119891,0.08811033046308689,0.43801127065841566
Gene_ZCCHC12,0.08762068509164073,0.4355771611710043
Gene_SORL1,0.08754237666329828,0.4351878768042194
Methylation_cg05377839,0.08720247782819268,0.43349818253253247
Gene_RFTN2,0.0866307658739842,0.4306561062606886
