Feature,Importance,Percentage
Methylation_cg20253105,0.3716326788095669,1.7031929877002638
Gene_GOLGA7B,0.32748044171297774,1.5008432351029573
Gene_CAPN11,0.26989253827833476,1.2369178084681698
Gene_WNK4,0.2520996359772757,1.1553729170795186
Methylation_cg07482257,0.24438353898617698,1.1200100358341136
Methylation_cg04314114,0.23481172097560915,1.0761423830556665
Gene_TECTA,0.2240788031269063,1.0269534084045948
Methylation_cg12205230,0.21042141841130246,0.9643615987918002
Gene_CAPG,0.2087761276961789,0.9568212295817967
Gene_PCBP3-AS1,0.2033418018517781,0.931915708084844
Methylation_cg23738585,0.1940574806937677,0.8893656537071356
Methylation_cg04654299,0.19125928467035208,0.8765415181640545
Gene_SPP1,0.18792160043245312,0.8612449075232551
Gene_TRIM5,0.1849480721439063,0.8476172240105884
Gene_GBP7,0.18375653459903843,0.8421564060935492
Methylation_cg22444116,0.17866643613230096,0.8188284790581188
Gene_LGI4,0.1726936141146966,0.7914550289897562
Gene_PDGFA-DT,0.16962672383690766,0.7773994673747
Methylation_cg14195115,0.16615102613417848,0.7614703408683422
Gene_SPPL2B,0.15561172826886094,0.7131687268203176
Methylation_cg08615354,0.1516049319775209,0.6948055748811127
Gene_CASP12,0.1505642592268133,0.6900361704865003
Methylation_cg18977283,0.1502860438064466,0.6887611088999992
Gene_ENPEP,0.1494903354928951,0.6851143767981911
Gene_LAMA4,0.1492340185251253,0.6839396758447321
Gene_SPRY4,0.1490276248015113,0.682993773175756
Gene_TIAM2,0.14803518570927676,0.6784454236925298
Methylation_cg08627912,0.14401388996019227,0.6600158207220677
Gene_SMARCA2,0.14286260445809162,0.654739477962599
Gene_GPRASP3,0.14257571226673743,0.6534246507248394
Gene_SPARCL1,0.1381841026442395,0.6332978988533005
Gene_ZNF177,0.1372128128072044,0.6288464764305958
Methylation_cg24044478,0.13531285753971098,0.6201389792887818
Methylation_cg20119891,0.13450209835911614,0.6164232690462755
Methylation_cg22683277,0.13385985569153575,0.6134798701736878
Gene_PIBF1,0.13335420741506723,0.6111624835502009
Gene_MLH3,0.13026171216935847,0.5969895743381815
Gene_LRRTM2,0.1290649351804925,0.5915047440433675
Gene_SLC35A1,0.12882367658663646,0.5903990556346025
Gene_LINC02104,0.12865717426214357,0.5896359752929585
Gene_TTC28,0.12834332985785366,0.5881976260328025
Methylation_cg23908638,0.12788605661473065,0.5861019422419022
Gene_CYSLTR1,0.12730836892963454,0.583454398927121
Gene_MAP2,0.12638749349215986,0.5792340257546746
Methylation_cg11191368,0.12630745450748748,0.578867206997311
Gene_SEMA3D,0.12606489515030248,0.5777555571887367
Gene_TMOD1,0.1250970642026839,0.5733199868601437
Gene_GPR37,0.12483631767038599,0.5721249852074377
Gene_DCHS1,0.1237372335445582,0.5670878814145236
Gene_PCDHGB9P,0.12366692331924194,0.5667656495723026
Gene_AFAP1L2,0.12280279188609228,0.5628053342359162
Methylation_cg03631656,0.12263813403303918,0.5620507071089689
Gene_SH3TC2-DT,0.12194615807472843,0.5588793805086621
Gene_SFRP1,0.12192107029807837,0.5587644031998736
Methylation_cg00610577,0.1218596475081031,0.5584829024838818
Gene_ST8SIA4,0.11974462409798961,0.5487897478009668
Methylation_cg02794358,0.11837774628695667,0.5425253452455948
Gene_DIXDC1,0.11812083969433582,0.541347942040776
Gene_SLC44A2,0.11780428273062855,0.5398971611177393
Methylation_cg07172334,0.11672250351180817,0.5349393657332305
Gene_FREM2,0.11641451964872115,0.5335278753400419
Gene_LINC01502,0.11574823860948383,0.5304743085829372
Gene_STON1,0.11519090316607489,0.5279200396148486
Methylation_cg07799299,0.11487078878276914,0.5264529550337649
Gene_PLA2G5,0.11446162145820918,0.5245777407220985
Gene_GDNF-AS1,0.11416672675559518,0.5232262379661756
Gene_CSGALNACT1,0.11341039646029398,0.5197599753665878
Methylation_cg07946977,0.11337945735350535,0.5196181814051501
Methylation_cg02546477,0.11242272708974022,0.5152334855232241
Gene_RFTN2,0.11103949562541263,0.5088941341562893
Gene_RHOJ,0.11019157888279013,0.5050081307649451
Gene_PCDHB14,0.10898426882839311,0.49947502741887817
Methylation_cg06294470,0.10889284686174293,0.49905604044222385
Gene_PRIMA1,0.10802595610329696,0.49508307911488075
Gene_SNX22,0.10653462396809768,0.4882483022509629
Methylation_cg10395101,0.10647698383305719,0.4879841374468193
Gene_HHATL,0.10515833391423558,0.4819407633760494
Gene_DLC1,0.10119633870214668,0.4637829348337708
Gene_METTL21C,0.10053720468428282,0.4607621228837116
Gene_RBMS3,0.09997223114617482,0.4581728485189703
Gene_PIK3CD,0.09946518898013175,0.4558490736979852
Methylation_cg05862393,0.09925316637396393,0.4548773738538927
Gene_NOSTRIN,0.09916133838205297,0.45445652606300857
Methylation_cg20761840,0.0989128582064418,0.4533177411368844
Methylation_cg26589351,0.09854019584931212,0.4516098291322774
Methylation_cg24134959,0.09819286988528413,0.4500180338459381
Gene_ZEB1,0.09745851607077008,0.44665248948267666
Gene_GORAB-AS1,0.09696253913425895,0.4443794266211632
Gene_ELOVL2-AS1,0.09690192318046205,0.44410162363629024
Gene_TSPYL2,0.09683364101367574,0.443788686388608
Gene_VPS13B,0.09679669613446573,0.4436193679653641
Gene_LBH,0.09616574986956812,0.44072774051906
Gene_NYX,0.09562371227097255,0.43824358159106935
Gene_LRRC17,0.09549645622515657,0.4376603669890313
Gene_SMAD7,0.09529214024489521,0.4367239866201926
Gene_RNASE1,0.09393169164302309,0.43048904913768293
Gene_ECMXP,0.09307729168020774,0.4265733331408555
Gene_GDF11,0.0926339137942853,0.424541331787736
Methylation_cg05860371,0.09197599273457592,0.4215260788262719
Gene_RAPGEF4,0.09091003544036415,0.41664079534015597
Gene_ITGA8,0.09063604910191683,0.4153851156408789
Gene_N4BP2L1,0.08998386422897953,0.4123961516298851
Gene_C1QTNF3,0.08964527696084251,0.41084440579670695
Gene_CRIP3,0.08802390599872312,0.4034136608418005
Gene_MATN2,0.0878781781296238,0.40274578985274345
Gene_GAP43,0.08679582842290004,0.39778537992152757
Gene_ZEB1-AS1,0.0865594177966286,0.39670190975369096
Methylation_cg05027533,0.08469177746875575,0.38814251201674105
Gene_SYT17,0.08415905390857782,0.38570103933736266
Methylation_cg08194369,0.08380282854213271,0.3840684580796709
Gene_ATOSA,0.08375782213961609,0.3838621936859866
Gene_MGP,0.08277469711298459,0.3793565305759633
Gene_ITIH6,0.08218307250070345,0.3766451143081155
Gene_MRAP2,0.08202079930493143,0.3759014160681869
Gene_HPN,0.08095487247354492,0.3710162721932335
Gene_ARRDC3,0.08065862467625266,0.36965856820286846
Methylation_cg20069407,0.08052295974220693,0.36903681565655394
Methylation_cg25364619,0.0804721030208418,0.368803739244964
Gene_PLS3,0.07975898895293225,0.36553553666443594
Gene_GRIK3,0.07967118884370541,0.3651331486644531
Gene_GDNF,0.07963872864573428,0.364984383540404
Gene_NTN4,0.07899971236384074,0.3620557711970716
Methylation_cg19225602,0.07823279030301686,0.35854096652410256
Gene_IGIP,0.07602545971004787,0.34842476791766225
Methylation_cg00317837,0.07601050619562501,0.34835623594413373
Gene_TRIM9,0.07548434037198505,0.34594481737873267
Gene_GARNL3,0.07470740316566218,0.34238411328260393
Gene_FLT1,0.0746735909266191,0.34222915175279145
Methylation_cg01975858,0.07410541791281335,0.3396252141873053
Gene_SPRY3,0.0739449886566489,0.33888996672468574
Gene_PRRX1,0.07367333967998778,0.3376449991571209
Methylation_cg15532942,0.0733511817746305,0.3361685491121616
Gene_XYLT1,0.07188524669266562,0.3294501669719682
Methylation_cg15405572,0.07102694125180142,0.3255165521648216
Methylation_cg00922200,0.07080001064015035,0.3244765289147223
Gene_ZNF397,0.07062008472777773,0.32365192825462896
Methylation_cg26289665,0.07002851156665636,0.3209407477875046
Methylation_cg04982488,0.06995027554309485,0.3205821920029532
Gene_NAPEPLD,0.06990172772911772,0.32035969731653624
Gene_ATP4B,0.06987604364580298,0.32024198713362845
Gene_IL6ST,0.06972199005738781,0.3195359593635216
Methylation_cg13716026,0.06963554166282336,0.3191397662733666
Gene_SESN3,0.06925963387615204,0.3174169804614962
Methylation_cg06640533,0.06920978926697333,0.3171885425612023
Gene_GPRASP2,0.06859114447283123,0.31435329276929685
Methylation_cg04036070,0.06848203207961816,0.31385323054767794
Gene_PHLDB1,0.0673177455929412,0.30851730426117796
Gene_ARHGEF6,0.06718658666262713,0.30791620273506687
Gene_CNR1,0.06710431034249098,0.3075391302667399
