Feature,Importance,Percentage
Gene_RBMS3,0.04806622069869313,4.806622069869313
Methylation_cg20752683,0.029963879993717385,2.9963879993717386
Gene_RCBTB2,0.02653561586058927,2.653561586058927
Methylation_cg04982488,0.024229553257086103,2.4229553257086103
Gene_LINC00520,0.02240103532603384,2.240103532603384
Gene_GNG2,0.01926882696450255,1.926882696450255
Gene_FGF2,0.018872220641271874,1.8872220641271875
Gene_GOLGA7B,0.018144760421281145,1.8144760421281145
Gene_ZEB1,0.01566564100906606,1.5665641009066062
Gene_LAMA4,0.014960649981433293,1.4960649981433294
Gene_SPPL2B,0.014587887881264859,1.4587887881264858
Gene_SLC22A17,0.014528603076013164,1.4528603076013165
Gene_LRRC17,0.013347253455681501,1.33472534556815
Gene_TIAM2,0.013265084753896903,1.3265084753896903
Gene_ABCA6,0.0130565492404047,1.30565492404047
Methylation_cg11234339,0.012628814298803102,1.2628814298803102
Gene_GCNT1,0.011744195203176298,1.1744195203176298
Gene_POSTN,0.011699703804966962,1.169970380496696
Gene_FHDC1,0.011486651879073046,1.1486651879073047
Gene_ITGA8,0.010664805629543958,1.0664805629543959
Gene_NAALADL2,0.010660239772006159,1.066023977200616
Gene_MGP,0.010410814370710786,1.0410814370710786
Methylation_cg23908638,0.010132267316512698,1.0132267316512698
Gene_SLC44A2,0.01004343565141477,1.004343565141477
Gene_LINC02104,0.009910933185435638,0.9910933185435638
Methylation_cg04350675,0.009710850492879905,0.9710850492879906
Methylation_cg18977283,0.009684109620712493,0.9684109620712493
Gene_CAVIN2,0.009375133709734175,0.9375133709734175
Methylation_cg05862393,0.009296121190275942,0.9296121190275942
Methylation_cg19273495,0.009295352759842144,0.9295352759842144
Gene_PHYKPL,0.008987945268142677,0.8987945268142677
Gene_CAPG,0.008922381195383095,0.8922381195383096
Gene_MAP3K7CL,0.008809498840914252,0.8809498840914252
Methylation_cg27391093,0.008681401151767005,0.8681401151767005
Gene_TRIM9,0.00800842418497943,0.8008424184979429
Methylation_cg04654299,0.007980805708114129,0.7980805708114128
Gene_MFAP3L,0.007905234634119471,0.7905234634119471
Methylation_cg04113258,0.007824244188978487,0.7824244188978486
Gene_ITIH6,0.007779613857701135,0.7779613857701135
Gene_FREM2,0.007619067998504965,0.7619067998504965
Gene_KRTAP19-1,0.007463278828130872,0.7463278828130873
Gene_AFAP1L2,0.007443957703378984,0.7443957703378984
Gene_SNX1,0.007331977418360931,0.7331977418360931
Gene_CCDC80,0.006994638832724505,0.6994638832724505
Gene_EPN2,0.006906848722149686,0.6906848722149685
Gene_ST6GAL1,0.006757926012810947,0.6757926012810946
Methylation_cg24201202,0.006663418648659229,0.6663418648659228
Gene_GSE1,0.006585439034128438,0.6585439034128439
